1.079	-0.328	-0.733	-1.019
0.348	0.360	-1.079	-0.862
0.334	0.472	-1.054	-0.944
-0.160	-1.107	-1.221	-1.312
0.587	1.099	-1.012	-0.932
0.860	1.321	-0.999	-0.948
-1.261	-0.160  -1.416	-1.324
